time,angle,error,ppo_action,adjustment
1748783942.1498992,-6.25,-6.42,[[-1.]],-0.5
1748783942.2565289,-6.05,-6.22,[[-1.]],-0.5
1748783942.3644476,-5.82,-5.99,[[-1.]],-0.5
1748783942.4709938,-5.22,-5.4,[[-1.]],-0.5
1748783942.5789294,-4.72,-4.89,[[-1.]],-0.5
1748783942.6855512,-4.61,-4.78,[[-1.]],-0.5
1748783942.793499,-4.54,-4.71,[[-1.]],-0.5
1748783942.9000008,-4.89,-5.06,[[-1.]],-0.5
1748783943.007898,-4.97,-5.14,[[-1.]],-0.5
1748783943.1145813,-5.2,-5.37,[[-1.]],-0.5
1748783943.222439,-5.13,-5.3,[[-1.]],-0.5
1748783943.3290412,-5.34,-5.51,[[-1.]],-0.5
1748783943.4369366,-5.41,-5.58,[[-1.]],-0.5
1748783943.543503,-4.17,-4.35,[[-1.]],-0.5
1748783943.6501818,-2.71,-2.89,[[-1.]],-0.5
1748783943.7580729,-1.67,-1.84,[[-1.]],-0.5
1748783943.864566,-1.36,-1.54,[[-1.]],-0.5
1748783943.9725363,-1.22,-1.39,[[-1.]],-0.5
1748783944.0791748,-0.57,-0.74,[[-1.]],-0.5
1748783944.1870306,0.01,-0.17,[[-0.72561365]],-0.5
1748783944.2935693,1.02,0.85,[[1.]],0.5
1748783944.400262,1.77,1.6,[[1.]],0.5
1748783944.508069,2.74,2.57,[[1.]],0.5
1748783944.6148038,3.55,3.37,[[1.]],0.5
1748783944.7213764,4.31,4.14,[[1.]],0.5
1748783944.8291779,4.96,4.78,[[1.]],0.5
1748783944.9359136,5.15,4.97,[[1.]],0.5
1748783945.0459628,4.87,4.7,[[1.]],0.5
1748783945.1537168,4.12,3.94,[[1.]],0.5
1748783945.260443,3.11,2.93,[[1.]],0.5
1748783945.3670402,2.23,2.05,[[1.]],0.5
1748783945.4736032,1.67,1.5,[[1.]],0.5
1748783945.5814607,1.41,1.24,[[1.]],0.5
1748783945.6881034,1.29,1.12,[[1.]],0.5
1748783945.7960534,1.17,1.0,[[1.]],0.5
1748783945.902674,0.91,0.74,[[1.]],0.5
1748783946.0106363,0.39,0.21,[[1.]],0.5
1748783946.1173427,-0.19,-0.37,[[-1.]],-0.5
1748783946.2252939,-0.83,-1.0,[[-1.]],-0.5
1748783946.3318717,-1.35,-1.52,[[-1.]],-0.5
1748783946.438447,-1.81,-1.99,[[-1.]],-0.5
1748783946.546297,-2.22,-2.39,[[-1.]],-0.5
1748783946.6529706,-2.62,-2.8,[[-1.]],-0.5
1748783946.7609334,-3.32,-3.49,[[-1.]],-0.5
1748783946.8674338,-4.08,-4.25,[[-1.]],-0.5
1748783946.9753375,-4.81,-4.99,[[-1.]],-0.5
1748783947.0818968,-5.26,-5.43,[[-1.]],-0.5
1748783947.189806,-5.05,-5.22,[[-1.]],-0.5
1748783947.2967029,-4.53,-4.7,[[-1.]],-0.5
1748783947.4045427,-3.83,-4.0,[[-1.]],-0.5
1748783947.5110211,-3.09,-3.26,[[-1.]],-0.5
1748783947.6176634,-2.7,-2.87,[[-1.]],-0.5
1748783947.7254634,-2.29,-2.46,[[-1.]],-0.5
1748783947.8321154,-1.76,-1.93,[[-1.]],-0.5
1748783947.938612,-1.19,-1.36,[[-1.]],-0.5
1748783948.0465593,-0.76,-0.93,[[-1.]],-0.5
1748783948.1532345,-0.47,-0.64,[[-1.]],-0.5
1748783948.2610435,-0.18,-0.35,[[-1.]],-0.5
1748783948.3673203,0.12,0.0,[[0.7689592]],0.5
1748783948.4741402,0.4,0.23,[[1.]],0.5
1748783948.580907,0.99,0.82,[[1.]],0.5
1748783948.688759,1.62,1.44,[[1.]],0.5
1748783948.7952402,2.38,2.21,[[1.]],0.5
1748783948.9019783,2.98,2.81,[[1.]],0.5
1748783949.0098767,3.22,3.05,[[1.]],0.5
1748783949.1165054,3.42,3.25,[[1.]],0.5
1748783949.22438,3.55,3.38,[[1.]],0.5
1748783949.331002,4.0,3.83,[[1.]],0.5
1748783949.4378119,3.92,3.75,[[1.]],0.5
1748783949.5444143,3.54,3.37,[[1.]],0.5
1748783949.6522324,3.48,3.31,[[1.]],0.5
1748783949.75893,2.91,2.74,[[1.]],0.5
1748783949.8656492,2.23,2.06,[[1.]],0.5
1748783949.9733572,1.24,1.07,[[1.]],0.5
1748783950.0800393,0.38,0.21,[[1.]],0.5
1748783950.1867316,-0.47,-0.64,[[-1.]],-0.5
1748783950.2946866,-1.3,-1.47,[[-1.]],-0.5
1748783950.4013152,-1.91,-2.08,[[-1.]],-0.5
1748783950.5092824,-2.38,-2.55,[[-1.]],-0.5
1748783950.615869,-3.07,-3.24,[[-1.]],-0.5
1748783950.7236333,-3.95,-4.12,[[-1.]],-0.5
1748783950.8303108,-5.09,-5.26,[[-1.]],-0.5
1748783950.9383473,-5.95,-6.12,[[-1.]],-0.5
1748783951.0447853,-6.37,-6.54,[[-1.]],-0.5
1748783951.1527233,-5.78,-5.95,[[-1.]],-0.5
1748783951.2592554,-5.07,-5.24,[[-1.]],-0.5
1748783951.367214,-4.44,-4.61,[[-1.]],-0.5
1748783951.4744556,-3.89,-4.07,[[-1.]],-0.5
1748783951.582012,-3.28,-3.46,[[-1.]],-0.5
1748783951.688696,-2.38,-2.55,[[-1.]],-0.5
1748783951.7924695,-1.29,-1.47,[[-1.]],-0.5
1748783951.902418,-0.6,-0.77,[[-1.]],-0.5
1748783952.0097337,-0.1,-0.28,[[-1.]],-0.5
1748783952.1126144,0.14,0.0,[[0.7689592]],0.5
1748783952.2228734,0.19,0.0,[[0.7689592]],0.5
1748783952.3286572,0.13,0.0,[[0.7689592]],0.5
1748783952.4335268,-0.0,-0.17,[[-0.72561365]],-0.5
1748783952.5441856,-0.14,-0.31,[[-1.]],-0.5
1748783952.6520708,-0.28,-0.45,[[-1.]],-0.5
1748783952.7586484,-0.41,-0.58,[[-1.]],-0.5
1748783952.862943,-0.54,-0.72,[[-1.]],-0.5
1748783952.9695158,-0.69,-0.86,[[-1.]],-0.5
1748783953.0761352,-0.86,-1.03,[[-1.]],-0.5
1748783953.1840246,-1.06,-1.23,[[-1.]],-0.5
1748783953.2906013,-1.29,-1.46,[[-1.]],-0.5
1748783953.3986228,-1.39,-1.56,[[-1.]],-0.5
1748783953.5051196,-1.15,-1.32,[[-1.]],-0.5
1748783953.6130111,-0.76,-0.93,[[-1.]],-0.5
1748783953.7195985,-0.33,-0.5,[[-1.]],-0.5
1748783953.8262117,0.19,0.0,[[0.7689592]],0.5
1748783953.9342945,1.05,0.88,[[1.]],0.5
1748783954.0408416,2.33,2.16,[[1.]],0.5
1748783954.1472802,3.79,3.62,[[1.]],0.5
1748783954.253945,4.04,3.87,[[1.]],0.5
1748783954.3618731,4.01,3.84,[[1.]],0.5
1748783954.468622,3.06,2.89,[[1.]],0.5
1748783954.576275,1.71,1.54,[[1.]],0.5
1748783954.6829026,0.35,0.18,[[1.]],0.5
1748783954.7909644,-1.26,-1.43,[[-1.]],-0.5
1748783954.8975294,-2.2,-2.37,[[-1.]],-0.5
1748783955.0054088,-1.6,-1.77,[[-1.]],-0.5
1748783955.1120698,-0.61,-0.78,[[-1.]],-0.5
1748783955.2185404,0.46,0.29,[[1.]],0.5
1748783955.3251655,2.21,2.04,[[1.]],0.5
1748783955.4330804,4.17,4.0,[[1.]],0.5
1748783955.5397515,5.09,4.92,[[1.]],0.5
1748783955.6464105,5.66,5.48,[[1.]],0.5
1748783955.7542892,5.77,5.59,[[1.]],0.5
1748783955.8608425,5.57,5.4,[[1.]],0.5
1748783955.9687457,4.61,4.44,[[1.]],0.5
1748783956.0753026,3.53,3.35,[[1.]],0.5
1748783956.1832213,2.26,2.09,[[1.]],0.5
1748783956.2898757,1.36,1.18,[[1.]],0.5
1748783956.397731,0.47,0.3,[[1.]],0.5
1748783956.5043972,-0.14,-0.31,[[-1.]],-0.5
1748783956.6135793,-0.71,-0.89,[[-1.]],-0.5
1748783956.722368,-1.03,-1.2,[[-1.]],-0.5
1748783956.829113,-1.4,-1.57,[[-1.]],-0.5
1748783956.9369507,-1.68,-1.85,[[-1.]],-0.5
1748783957.0437298,-1.98,-2.15,[[-1.]],-0.5
1748783957.1514149,-2.33,-2.5,[[-1.]],-0.5
1748783957.25803,-2.74,-2.92,[[-1.]],-0.5
1748783957.3659532,-3.31,-3.48,[[-1.]],-0.5
1748783957.4726362,-3.99,-4.16,[[-1.]],-0.5
1748783957.5793602,-4.75,-4.92,[[-1.]],-0.5
1748783957.687104,-5.11,-5.29,[[-1.]],-0.5
1748783957.7938135,-5.67,-5.85,[[-1.]],-0.5
1748783957.901532,-5.81,-5.98,[[-1.]],-0.5
1748783958.0083869,-6.21,-6.39,[[-1.]],-0.5
1748783958.1164687,-6.32,-6.49,[[-1.]],-0.5
1748783958.222975,-5.87,-6.04,[[-1.]],-0.5
1748783958.3308098,-4.87,-5.04,[[-1.]],-0.5
1748783958.4376764,-4.1,-4.27,[[-1.]],-0.5
1748783958.5453587,-3.38,-3.56,[[-1.]],-0.5
1748783958.6512792,-2.78,-2.95,[[-1.]],-0.5
1748783958.7601845,-2.63,-2.8,[[-1.]],-0.5
1748783958.8666248,-2.64,-2.81,[[-1.]],-0.5
1748783958.9733348,-2.82,-3.0,[[-1.]],-0.5
1748783959.0811703,-3.12,-3.29,[[-1.]],-0.5
1748783959.1880462,-3.18,-3.36,[[-1.]],-0.5
1748783959.29576,-3.0,-3.17,[[-1.]],-0.5
1748783959.402432,-3.26,-3.43,[[-1.]],-0.5
1748783959.5090232,-3.23,-3.41,[[-1.]],-0.5
1748783959.6170225,-3.15,-3.32,[[-1.]],-0.5
1748783959.7234476,-3.02,-3.19,[[-1.]],-0.5
1748783959.8313591,-2.71,-2.89,[[-1.]],-0.5
1748783959.9380753,-2.35,-2.52,[[-1.]],-0.5
1748783960.045854,-2.21,-2.38,[[-1.]],-0.5
1748783960.152588,-2.13,-2.3,[[-1.]],-0.5
1748783960.2605097,-2.36,-2.53,[[-1.]],-0.5
1748783960.3670237,-2.68,-2.85,[[-1.]],-0.5
1748783960.474915,-2.74,-2.91,[[-1.]],-0.5
1748783960.5816782,-2.75,-2.92,[[-1.]],-0.5
1748783960.6894526,-2.92,-3.09,[[-1.]],-0.5
1748783960.7984993,-2.99,-3.16,[[-1.]],-0.5
1748783960.9028888,-2.77,-2.95,[[-1.]],-0.5
1748783961.0106382,-2.75,-2.92,[[-1.]],-0.5
1748783961.1173902,-2.82,-2.99,[[-1.]],-0.5
1748783961.2251973,-2.82,-2.99,[[-1.]],-0.5
1748783961.3318913,-2.89,-3.06,[[-1.]],-0.5
1748783961.4396427,-3.01,-3.18,[[-1.]],-0.5
1748783961.5463703,-3.06,-3.23,[[-1.]],-0.5
1748783961.6530163,-3.16,-3.33,[[-1.]],-0.5
1748783961.760945,-3.28,-3.45,[[-1.]],-0.5
1748783961.867504,-3.35,-3.52,[[-1.]],-0.5
1748783961.9754775,-3.33,-3.5,[[-1.]],-0.5
1748783962.0820274,-3.41,-3.58,[[-1.]],-0.5
1748783962.189943,-3.48,-3.65,[[-1.]],-0.5
1748783962.2967181,-3.53,-3.7,[[-1.]],-0.5
1748783962.404822,-3.76,-3.93,[[-1.]],-0.5
1748783962.5110686,-4.1,-4.27,[[-1.]],-0.5
1748783962.618986,-4.56,-4.74,[[-1.]],-0.5
1748783962.7255921,-4.4,-4.57,[[-1.]],-0.5
1748783962.831593,-4.66,-4.83,[[-1.]],-0.5
1748783962.9401994,-4.82,-4.99,[[-1.]],-0.5
1748783963.0470238,-4.93,-5.1,[[-1.]],-0.5
1748783963.154946,-5.05,-5.22,[[-1.]],-0.5
1748783963.2608926,-5.18,-5.35,[[-1.]],-0.5
1748783963.3694487,-5.25,-5.42,[[-1.]],-0.5
1748783963.4751809,-5.37,-5.54,[[-1.]],-0.5
1748783963.5839403,-5.45,-5.62,[[-1.]],-0.5
1748783963.6898034,-5.51,-5.68,[[-1.]],-0.5
1748783963.7984896,-5.6,-5.77,[[-1.]],-0.5
1748783963.9050567,-5.65,-5.82,[[-1.]],-0.5
1748783964.0120144,-5.71,-5.89,[[-1.]],-0.5
1748783964.1194282,-5.82,-5.99,[[-1.]],-0.5
1748783964.2244413,-5.9,-6.07,[[-1.]],-0.5
1748783964.3304415,-5.91,-6.09,[[-1.]],-0.5
1748783964.4384365,-5.57,-5.74,[[-1.]],-0.5
1748783964.544953,-4.97,-5.14,[[-1.]],-0.5
1748783964.6516197,-4.34,-4.52,[[-1.]],-0.5
1748783964.7594676,-3.8,-3.97,[[-1.]],-0.5
1748783964.8661857,-3.48,-3.66,[[-1.]],-0.5
1748783964.9740546,-3.24,-3.42,[[-1.]],-0.5
1748783965.0806515,-3.41,-3.58,[[-1.]],-0.5
1748783965.1884968,-3.67,-3.84,[[-1.]],-0.5
1748783965.2950988,-3.62,-3.79,[[-1.]],-0.5
1748783965.403016,-3.53,-3.7,[[-1.]],-0.5
1748783965.5095828,-3.37,-3.54,[[-1.]],-0.5
1748783965.6162078,-3.02,-3.19,[[-1.]],-0.5
1748783965.7241096,-2.36,-2.53,[[-1.]],-0.5
1748783965.8306818,-1.66,-1.84,[[-1.]],-0.5
1748783965.9386377,-0.98,-1.15,[[-1.]],-0.5
1748783966.0452175,-0.43,-0.6,[[-1.]],-0.5
1748783966.1516395,0.09,0.0,[[0.7689592]],0.5
1748783966.259608,0.67,0.5,[[1.]],0.5
1748783966.3663187,1.53,1.35,[[1.]],0.5
1748783966.4729311,2.47,2.3,[[1.]],0.5
1748783966.5807621,3.38,3.21,[[1.]],0.5
1748783966.6873446,3.96,3.79,[[1.]],0.5
1748783966.794072,4.72,4.54,[[1.]],0.5
1748783966.9019516,5.03,4.86,[[1.]],0.5
1748783967.00849,5.38,5.2,[[1.]],0.5
1748783967.115108,5.14,4.97,[[1.]],0.5
1748783967.2229717,4.79,4.61,[[1.]],0.5
1748783967.329686,4.59,4.42,[[1.]],0.5
1748783967.437537,4.54,4.37,[[1.]],0.5
1748783967.5441349,4.12,3.95,[[1.]],0.5
1748783967.6508334,4.17,4.0,[[1.]],0.5
1748783967.7586975,4.39,4.21,[[1.]],0.5
1748783967.8652935,4.97,4.8,[[1.]],0.5
1748783967.9730332,6.11,5.94,[[1.]],0.5
1748783968.0825243,7.1,6.93,[[1.]],0.5
1748783968.1896286,7.79,7.61,[[1.]],0.5
1748783968.2974658,8.11,7.93,[[1.]],0.5
1748783968.4045358,8.1,7.92,[[1.]],0.5
1748783968.5123334,7.52,7.35,[[1.]],0.5
1748783968.6225874,6.25,6.07,[[1.]],0.5
1748783968.7255573,4.62,4.45,[[1.]],0.5
1748783968.8333952,2.94,2.76,[[1.]],0.5
1748783968.9401073,1.55,1.38,[[1.]],0.5
1748783969.0479977,1.26,1.09,[[1.]],0.5
1748783969.1546555,1.18,1.0,[[1.]],0.5
1748783969.261318,1.67,1.5,[[1.]],0.5
1748783969.3692431,1.88,1.71,[[1.]],0.5
1748783969.475616,1.66,1.49,[[1.]],0.5
1748783969.5822687,1.42,1.24,[[1.]],0.5
1748783969.6901858,1.28,1.11,[[1.]],0.5
1748783969.7969882,1.08,0.91,[[1.]],0.5
1748783969.9035149,0.82,0.64,[[1.]],0.5
1748783970.0113542,0.65,0.47,[[1.]],0.5
1748783970.1177197,0.14,0.0,[[0.7689592]],0.5
1748783970.225999,-0.57,-0.74,[[-1.]],-0.5
1748783970.3326256,-1.33,-1.5,[[-1.]],-0.5
1748783970.4405653,-2.08,-2.25,[[-1.]],-0.5
1748783970.5470285,-2.59,-2.76,[[-1.]],-0.5
1748783970.6549983,-3.12,-3.3,[[-1.]],-0.5
1748783970.7615738,-3.14,-3.31,[[-1.]],-0.5
1748783970.8695588,-2.55,-2.73,[[-1.]],-0.5
1748783970.9762144,-1.71,-1.89,[[-1.]],-0.5
1748783971.0841305,-1.43,-1.6,[[-1.]],-0.5
1748783971.1906,-1.24,-1.41,[[-1.]],-0.5
1748783971.2972007,-0.49,-0.66,[[-1.]],-0.5
1748783971.4049447,-0.17,-0.35,[[-1.]],-0.5
1748783971.5130405,-0.45,-0.62,[[-1.]],-0.5
1748783971.6196225,-0.58,-0.75,[[-1.]],-0.5
1748783971.727487,-0.54,-0.71,[[-1.]],-0.5
1748783971.8341076,-0.46,-0.64,[[-1.]],-0.5
1748783971.942008,-0.42,-0.6,[[-1.]],-0.5
1748783972.0497956,-0.37,-0.55,[[-1.]],-0.5
1748783972.1565678,-0.55,-0.72,[[-1.]],-0.5
1748783972.2644296,-0.66,-0.83,[[-1.]],-0.5
1748783972.371062,-0.25,-0.42,[[-1.]],-0.5
1748783972.4788423,-0.29,-0.46,[[-1.]],-0.5
1748783972.585661,-0.13,-0.3,[[-1.]],-0.5
1748783972.6934235,-0.0,-0.17,[[-0.72561365]],-0.5
1748783972.8000906,0.08,-0.1,[[-0.11138777]],-0.11138776689767838
1748783972.9065058,0.22,0.0,[[0.7689592]],0.5
1748783973.0132034,0.39,0.22,[[1.]],0.5
1748783973.1210992,0.49,0.32,[[1.]],0.5
1748783973.2277277,0.6,0.43,[[1.]],0.5
1748783973.335738,0.69,0.52,[[1.]],0.5
1748783973.4421322,0.83,0.66,[[1.]],0.5
1748783973.54878,0.97,0.8,[[1.]],0.5
1748783973.6567495,1.05,0.88,[[1.]],0.5
1748783973.7632687,1.14,0.97,[[1.]],0.5
1748783973.8699732,1.2,1.03,[[1.]],0.5
1748783973.978114,1.29,1.11,[[1.]],0.5
1748783974.084617,1.37,1.2,[[1.]],0.5
1748783974.1910367,1.44,1.27,[[1.]],0.5
1748783974.2989974,1.5,1.32,[[1.]],0.5
1748783974.4055915,1.56,1.39,[[1.]],0.5
1748783974.5176692,1.62,1.45,[[1.]],0.5
1748783974.6233869,1.68,1.5,[[1.]],0.5
1748783974.7260802,1.72,1.55,[[1.]],0.5
1748783974.8341372,1.77,1.6,[[1.]],0.5
1748783974.9406557,1.81,1.64,[[1.]],0.5
1748783975.0454621,1.85,1.67,[[1.]],0.5
1748783975.1561675,1.88,1.71,[[1.]],0.5
1748783975.261854,1.92,1.75,[[1.]],0.5
1748783975.3693662,1.96,1.79,[[1.]],0.5
1748783975.4772463,1.99,1.81,[[1.]],0.5
1748783975.582939,2.01,1.84,[[1.]],0.5
1748783975.6907315,2.04,1.87,[[1.]],0.5
1748783975.7978354,2.06,1.89,[[1.]],0.5
1748783975.905368,2.09,1.92,[[1.]],0.5
1748783976.009209,2.11,1.94,[[1.]],0.5
1748783976.1158378,2.13,1.96,[[1.]],0.5
1748783976.2237391,2.15,1.97,[[1.]],0.5
1748783976.3315504,2.16,1.99,[[1.]],0.5
1748783976.4382098,2.18,2.0,[[1.]],0.5
1748783976.5448904,2.19,2.01,[[1.]],0.5
1748783976.6526766,2.2,2.03,[[1.]],0.5
1748783976.7592983,2.23,2.06,[[1.]],0.5
1748783976.8672135,2.24,2.07,[[1.]],0.5
1748783976.9739027,2.28,2.1,[[1.]],0.5
1748783977.0817187,2.29,2.11,[[1.]],0.5
1748783977.1883886,2.3,2.12,[[1.]],0.5
1748783977.2949264,2.32,2.15,[[1.]],0.5
